Temperature (K)	Pressure (MPa)	Therm. Cond. (W/m*K)	Reference
111.430	0.553	0.18470	Roder
111.331	11.637	0.19720	Roder
111.483	22.691	0.20770	Roder
111.328	34.113	0.21750	Roder
111.205	44.929	0.22620	Roder
111.081	56.736	0.23530	Roder
110.962	68.644	0.24370	Roder
133.874	0.315	0.01480	Roder
134.867	0.764	0.15190	Roder
134.906	11.709	0.16700	Roder
134.752	22.962	0.18000	Roder
134.872	34.177	0.19130	Roder
134.713	45.576	0.20190	Roder
134.823	56.748	0.21140	Roder
134.643	67.926	0.22030	Roder
144.330	0.357	0.01590	Roder
144.024	0.650	0.01660	Roder
153.922	0.429	0.01700	Roder
154.234	0.731	0.01770	Roder
153.919	1.082	0.01860	Roder
154.911	1.597	0.12270	Roder
154.745	6.754	0.13270	Roder
154.976	14.577	0.14460	Roder
155.097	25.314	0.15840	Roder
155.214	35.994	0.17020	Roder
155.063	46.630	0.18130	Roder
154.875	56.924	0.19100	Roder
154.708	67.033	0.19980	Roder
164.385	0.446	0.01810	Roder
164.059	0.935	0.01900	Roder
163.617	1.657	0.02140	Roder
174.541	0.406	0.01910	Roder
174.157	1.015	0.02020	Roder
173.754	1.751	0.02200	Roder
173.252	2.461	0.02560	Roder
174.692	2.644	0.09420	Roder
174.610	4.614	0.10060	Roder
174.751	12.708	0.11800	Roder
174.995	19.722	0.12920	Roder
175.148	26.452	0.13830	Roder
175.004	33.796	0.14760	Roder
175.218	41.284	0.15590	Roder
175.099	48.146	0.16310	Roder
174.935	55.058	0.17030	Roder
174.834	61.639	0.17640	Roder
175.000	68.370	0.18230	Roder
184.665	0.752	0.02060	Roder
184.844	1.508	0.02200	Roder
184.439	2.252	0.02400	Roder
184.145	2.884	0.02700	Roder
183.857	3.450	0.03320	Roder
199.304	1.013	0.02270	Roder
198.607	1.531	0.02330	Roder
198.700	2.670	0.02590	Roder
198.365	3.520	0.02880	Roder
198.363	4.156	0.03250	Roder
198.100	4.569	0.03650	Roder
198.138	4.861	0.04050	Roder
197.697	5.049	0.04510	Roder
197.626	5.173	0.04930	Roder
197.637	5.230	0.05150	Roder
197.537	5.329	0.05460	Roder
197.640	5.408	0.05840	Roder
197.864	5.500	0.06220	Roder
197.960	5.693	0.06940	Roder
198.181	5.965	0.07200	Roder
198.182	6.571	0.07410	Roder
198.136	7.445	0.07760	Roder
198.394	8.898	0.08270	Roder
198.758	11.179	0.08910	Roder
198.640	14.450	0.09680	Roder
199.026	19.219	0.10600	Roder
200.169	26.071	0.11510	Roder
200.430	35.264	0.12740	Roder
200.230	47.242	0.14130	Roder
200.558	62.619	0.15670	Roder
200.555	69.419	0.16350	Roder
214.229	1.068	0.02430	Roder
214.546	1.747	0.02530	Roder
214.110	3.036	0.02760	Roder
213.843	4.165	0.03070	Roder
214.155	5.022	0.03410	Roder
214.174	5.811	0.03850	Roder
213.909	6.372	0.04280	Roder
213.563	6.929	0.04850	Roder
213.239	7.357	0.05330	Roder
213.342	7.760	0.05720	Roder
213.495	8.255	0.06090	Roder
213.436	8.697	0.06400	Roder
213.605	9.310	0.06700	Roder
214.274	10.069	0.06970	Roder
214.386	11.106	0.07350	Roder
214.475	12.419	0.07760	Roder
215.019	14.257	0.08190	Roder
215.367	16.765	0.08730	Roder
215.152	20.273	0.09440	Roder
215.458	24.888	0.10210	Roder
215.191	31.249	0.11160	Roder
214.914	39.616	0.12230	Roder
215.174	48.551	0.13230	Roder
215.416	57.649	0.14150	Roder
215.167	66.102	0.14990	Roder
215.146	69.271	0.15310	Roder
234.032	0.978	0.02640	Roder
235.091	3.146	0.02940	Roder
234.443	5.136	0.03360	Roder
234.917	7.132	0.03940	Roder
233.946	9.427	0.05040	Roder
234.177	11.472	0.05920	Roder
234.489	13.602	0.06620	Roder
234.368	15.751	0.07230	Roder
234.156	17.693	0.07700	Roder
233.996	20.535	0.08280	Roder
234.454	23.411	0.08780	Roder
234.323	26.932	0.09360	Roder
234.387	30.364	0.09900	Roder
234.158	34.090	0.10360	Roder
234.589	37.547	0.10800	Roder
234.483	41.020	0.11230	Roder
234.423	44.352	0.11640	Roder
234.300	47.930	0.12030	Roder
234.276	51.243	0.12400	Roder
234.676	55.102	0.12780	Roder
234.636	58.416	0.13110	Roder
234.566	61.886	0.13440	Roder
234.491	65.384	0.13790	Roder
234.492	68.759	0.14120	Roder
254.900	1.019	0.02890	Roder
255.589	2.715	0.03080	Roder
254.985	4.725	0.03370	Roder
254.668	6.554	0.03710	Roder
255.612	6.789	0.03770	Roder
254.994	8.786	0.04280	Roder
255.303	11.185	0.04940	Roder
254.923	13.271	0.05560	Roder
255.348	15.399	0.06120	Roder
255.114	17.521	0.06630	Roder
254.901	20.353	0.07240	Roder
255.262	23.423	0.07780	Roder
254.972	26.850	0.08340	Roder
254.910	30.399	0.08880	Roder
254.840	33.908	0.09370	Roder
254.834	37.374	0.09810	Roder
255.712	40.729	0.10220	Roder
255.337	44.632	0.10630	Roder
255.228	48.089	0.11020	Roder
255.159	51.673	0.11390	Roder
255.275	56.207	0.11840	Roder
254.844	59.686	0.12210	Roder
255.191	63.257	0.12560	Roder
255.135	66.476	0.12870	Roder
274.936	1.015	0.03140	Roder
275.113	2.496	0.03280	Roder
274.767	4.448	0.03500	Roder
274.636	6.507	0.03810	Roder
276.448	8.404	0.04130	Roder
275.848	10.555	0.04550	Roder
275.900	12.675	0.05010	Roder
276.042	14.654	0.05450	Roder
275.731	16.955	0.05940	Roder
275.513	19.154	0.06370	Roder
275.548	21.325	0.06770	Roder
275.376	23.532	0.07150	Roder
275.171	26.986	0.07700	Roder
275.086	30.488	0.08210	Roder
275.696	33.989	0.08680	Roder
275.223	37.530	0.09010	Roder
275.114	41.152	0.09550	Roder
275.014	44.660	0.09950	Roder
274.960	48.079	0.10300	Roder
275.416	51.733	0.10660	Roder
275.391	55.235	0.11020	Roder
275.294	58.748	0.11360	Roder
275.235	62.501	0.11720	Roder
275.175	65.837	0.12010	Roder
275.654	69.253	0.12310	Roder
295.744	0.988	0.03380	Roder
295.507	1.949	0.03460	Roder
295.202	3.913	0.03640	Roder
295.471	5.978	0.03870	Roder
294.956	8.081	0.04150	Roder
294.539	10.369	0.04500	Roder
294.243	12.173	0.04810	Roder
294.691	14.298	0.05170	Roder
294.370	16.381	0.05530	Roder
294.082	18.660	0.05940	Roder
293.899	21.433	0.06410	Roder
294.496	25.128	0.06960	Roder
294.508	28.716	0.07480	Roder
295.407	32.485	0.07940	Roder
295.265	36.136	0.08370	Roder
295.194	39.443	0.08750	Roder
295.160	42.827	0.09120	Roder
295.074	46.333	0.09500	Roder
295.067	50.000	0.09880	Roder
294.925	53.683	0.10230	Roder
294.439	57.061	0.10560	Roder
294.387	60.577	0.10890	Roder
294.307	63.953	0.11200	Roder
294.908	67.321	0.11500	Roder
308.077	1.076	0.03580	Roder
308.321	2.676	0.03720	Roder
308.535	4.743	0.03920	Roder
308.770	6.733	0.04140	Roder
308.465	8.877	0.04410	Roder
308.457	11.039	0.04700	Roder
308.190	13.148	0.05020	Roder
307.983	15.186	0.05320	Roder
308.627	17.278	0.05640	Roder
308.425	19.464	0.05990	Roder
308.247	22.419	0.06420	Roder
308.149	26.028	0.06940	Roder
308.931	29.477	0.07410	Roder
308.562	33.098	0.07830	Roder
308.422	36.520	0.08210	Roder
308.215	39.911	0.08610	Roder
308.821	43.082	0.08930	Roder
308.702	46.727	0.09310	Roder
308.620	50.126	0.09640	Roder
308.585	53.476	0.09970	Roder
308.454	57.009	0.10300	Roder
308.395	60.531	0.10630	Roder
308.364	64.078	0.10930	Roder
312.206	66.676	0.11060	Roder
308.467	67.415	0.11250	Roder
111.827	0.561	0.18427	Roder
111.655	0.556	0.18476	Roder
111.255	0.551	0.18475	Roder
110.983	0.546	0.18512	Roder
111.762	11.644	0.19681	Roder
111.363	11.641	0.19679	Roder
111.215	11.635	0.19754	Roder
110.985	11.630	0.19758	Roder
111.768	22.698	0.20704	Roder
111.688	22.693	0.20762	Roder
111.301	22.688	0.20775	Roder
111.173	22.682	0.20846	Roder
111.613	34.119	0.21681	Roder
111.472	34.117	0.21779	Roder
111.231	34.112	0.21761	Roder
110.997	34.109	0.21796	Roder
111.508	44.939	0.22569	Roder
111.347	44.932	0.22602	Roder
111.101	44.926	0.22624	Roder
110.863	44.920	0.22667	Roder
111.433	56.744	0.23494	Roder
111.181	56.740	0.23517	Roder
110.963	56.735	0.23542	Roder
110.745	56.726	0.23554	Roder
111.218	68.635	0.24325	Roder
111.104	68.639	0.24368	Roder
110.894	68.647	0.24381	Roder
110.631	68.659	0.24405	Roder
134.645	0.316	0.01483	Roder
134.119	0.316	0.01475	Roder
133.606	0.315	0.01475	Roder
133.127	0.314	0.01471	Roder
135.369	0.778	0.15136	Roder
135.054	0.772	0.15181	Roder
134.663	0.761	0.15203	Roder
134.383	0.745	0.15245	Roder
135.395	11.718	0.16643	Roder
135.072	11.715	0.16687	Roder
134.724	11.709	0.16708	Roder
134.433	11.694	0.16755	Roder
135.255	22.964	0.17951	Roder
134.855	22.963	0.18009	Roder
134.596	22.961	0.17996	Roder
134.300	22.959	0.18038	Roder
135.304	34.181	0.19082	Roder
134.983	34.180	0.19106	Roder
134.717	34.177	0.19153	Roder
134.482	34.172	0.19175	Roder
135.055	45.585	0.20144	Roder
134.801	45.577	0.20170	Roder
134.607	45.574	0.20224	Roder
134.390	45.564	0.20225	Roder
135.242	56.761	0.21085	Roder
134.920	56.753	0.21114	Roder
134.722	56.743	0.21186	Roder
134.408	56.735	0.21176	Roder
135.053	67.925	0.21996	Roder
134.764	67.926	0.22006	Roder
134.496	67.926	0.22036	Roder
134.259	67.928	0.22067	Roder
145.151	0.357	0.01597	Roder
144.549	0.357	0.01590	Roder
144.034	0.357	0.01584	Roder
143.587	0.357	0.01584	Roder
144.746	0.650	0.01658	Roder
144.258	0.650	0.01659	Roder
143.690	0.650	0.01660	Roder
143.403	0.650	0.01652	Roder
154.710	0.429	0.01708	Roder
154.129	0.429	0.01717	Roder
153.687	0.429	0.01697	Roder
153.161	0.429	0.01691	Roder
155.000	0.731	0.01781	Roder
154.460	0.731	0.01773	Roder
153.983	0.731	0.01771	Roder
153.493	0.731	0.01762	Roder
154.611	1.082	0.01876	Roder
154.165	1.082	0.01866	Roder
153.622	1.082	0.01864	Roder
153.277	1.082	0.01852	Roder
155.515	1.600	0.12179	Roder
155.080	1.599	0.12260	Roder
154.711	1.598	0.12306	Roder
154.339	1.595	0.12344	Roder
155.315	6.757	0.13193	Roder
154.878	6.755	0.13263	Roder
154.565	6.754	0.13294	Roder
154.223	6.757	0.13318	Roder
155.484	14.577	0.14399	Roder
155.132	14.576	0.14444	Roder
154.797	14.575	0.14487	Roder
154.491	14.579	0.14520	Roder
155.595	25.316	0.15793	Roder
155.239	25.314	0.15829	Roder
154.966	25.310	0.15867	Roder
154.586	25.318	0.15889	Roder
155.724	36.001	0.16952	Roder
155.402	36.001	0.16996	Roder
154.976	35.997	0.17056	Roder
154.755	35.978	0.17093	Roder
155.563	46.637	0.18080	Roder
155.228	46.631	0.18094	Roder
154.890	46.626	0.18148	Roder
154.570	46.626	0.18185	Roder
155.419	56.930	0.19060	Roder
154.980	56.927	0.19079	Roder
154.681	56.921	0.19118	Roder
154.420	56.919	0.19154	Roder
155.151	67.027	0.19946	Roder
154.884	67.028	0.19942	Roder
154.564	67.035	0.20013	Roder
154.234	67.043	0.20037	Roder
165.249	0.446	0.01821	Roder
164.627	0.446	0.01811	Roder
164.008	0.446	0.01807	Roder
163.654	0.446	0.01803	Roder
164.789	0.935	0.01912	Roder
164.336	0.935	0.01912	Roder
163.737	0.935	0.01903	Roder
163.372	0.935	0.01891	Roder
164.151	1.657	0.02141	Roder
163.770	1.657	0.02144	Roder
163.435	1.657	0.02147	Roder
163.111	1.657	0.02141	Roder
175.467	0.406	0.01922	Roder
174.780	0.406	0.01909	Roder
174.244	0.406	0.01911	Roder
173.672	0.406	0.01908	Roder
174.946	1.015	0.02029	Roder
174.370	1.015	0.02015	Roder
173.887	1.015	0.02015	Roder
173.424	1.015	0.02010	Roder
174.393	1.751	0.02207	Roder
173.984	1.751	0.02203	Roder
173.504	1.751	0.02216	Roder
173.135	1.752	0.02194	Roder
173.762	2.459	0.02567	Roder
173.415	2.460	0.02579	Roder
173.064	2.461	0.02585	Roder
172.766	2.462	0.02528	Roder
175.226	4.616	0.09977	Roder
174.785	4.616	0.10043	Roder
174.407	4.615	0.10107	Roder
174.021	4.616	0.10129	Roder
175.360	12.710	0.11736	Roder
175.020	12.708	0.11769	Roder
174.534	12.705	0.11818	Roder
174.088	12.712	0.11862	Roder
175.653	19.724	0.12832	Roder
175.178	19.722	0.12901	Roder
174.793	19.720	0.12957	Roder
174.357	19.724	0.12980	Roder
175.719	26.457	0.13772	Roder
175.380	26.455	0.13811	Roder
174.924	26.450	0.13861	Roder
174.570	26.446	0.13879	Roder
175.558	33.801	0.14701	Roder
175.163	33.796	0.14743	Roder
174.813	33.792	0.14773	Roder
174.483	33.794	0.14827	Roder
175.820	41.291	0.15522	Roder
175.338	41.288	0.15573	Roder
175.061	41.285	0.15608	Roder
174.654	41.276	0.15653	Roder
175.705	48.148	0.16260	Roder
175.305	48.149	0.16291	Roder
174.788	48.142	0.16332	Roder
174.596	48.145	0.16348	Roder
175.547	55.061	0.16959	Roder
175.051	55.062	0.16993	Roder
174.704	55.058	0.17064	Roder
174.439	55.051	0.17091	Roder
175.386	61.637	0.17583	Roder
175.017	61.642	0.17636	Roder
174.659	61.637	0.17657	Roder
174.273	61.641	0.17702	Roder
175.485	68.363	0.18195	Roder
175.204	68.360	0.18224	Roder
174.804	68.375	0.18235	Roder
174.506	68.379	0.18264	Roder
185.421	0.752	0.02072	Roder
184.903	0.752	0.02077	Roder
184.371	0.752	0.02079	Roder
183.963	0.752	0.02011	Roder
185.602	1.507	0.02216	Roder
185.087	1.508	0.02209	Roder
184.516	1.508	0.02206	Roder
184.171	1.508	0.02151	Roder
185.078	2.252	0.02416	Roder
184.541	2.251	0.02397	Roder
184.292	2.252	0.02374	Roder
183.844	2.252	0.02407	Roder
184.688	2.884	0.02694	Roder
184.300	2.884	0.02699	Roder
183.918	2.884	0.02692	Roder
183.674	2.885	0.02723	Roder
184.243	3.449	0.03246	Roder
183.964	3.449	0.03251	Roder
183.733	3.450	0.03364	Roder
183.486	3.450	0.03404	Roder
199.676	1.013	0.02271	Roder
199.006	1.013	0.02269	Roder
199.033	1.014	0.02260	Roder
198.544	1.014	0.02258	Roder
199.330	1.531	0.02344	Roder
198.735	1.531	0.02344	Roder
198.347	1.532	0.02324	Roder
198.016	1.531	0.02290	Roder
199.379	2.669	0.02582	Roder
198.893	2.670	0.02592	Roder
198.471	2.671	0.02586	Roder
198.055	2.669	0.02589	Roder
198.901	3.520	0.02876	Roder
198.535	3.520	0.02894	Roder
198.178	3.520	0.02884	Roder
197.847	3.519	0.02874	Roder
198.920	4.156	0.03241	Roder
198.545	4.156	0.03246	Roder
198.129	4.156	0.03235	Roder
197.856	4.156	0.03271	Roder
198.576	4.568	0.03611	Roder
198.243	4.568	0.03640	Roder
197.957	4.569	0.03666	Roder
197.623	4.568	0.03688	Roder
198.546	4.860	0.04013	Roder
198.321	4.860	0.04052	Roder
197.947	4.861	0.04067	Roder
197.737	4.861	0.04065	Roder
198.059	5.049	0.04489	Roder
197.769	5.049	0.04498	Roder
197.600	5.049	0.04524	Roder
197.361	5.049	0.04518	Roder
197.928	5.172	0.04844	Roder
197.711	5.172	0.04906	Roder
197.542	5.172	0.04972	Roder
197.323	5.172	0.04996	Roder
197.897	5.229	0.05060	Roder
197.733	5.229	0.05105	Roder
197.549	5.230	0.05194	Roder
197.367	5.229	0.05249	Roder
197.769	5.328	0.05377	Roder
197.637	5.328	0.05438	Roder
197.424	5.329	0.05510	Roder
197.318	5.328	0.05535	Roder
197.894	5.407	0.05720	Roder
197.711	5.408	0.05796	Roder
197.560	5.408	0.05854	Roder
197.396	5.407	0.05971	Roder
198.115	5.500	0.06127	Roder
197.914	5.500	0.06186	Roder
197.829	5.500	0.06256	Roder
197.597	5.499	0.06301	Roder
198.226	5.692	0.06875	Roder
198.053	5.692	0.06921	Roder
197.882	5.692	0.06919	Roder
197.678	5.693	0.07018	Roder
198.474	5.965	0.07159	Roder
198.275	5.966	0.07175	Roder
198.070	5.966	0.07203	Roder
197.904	5.967	0.07253	Roder
198.471	6.571	0.07406	Roder
198.290	6.571	0.07372	Roder
198.023	6.572	0.07424	Roder
197.943	6.571	0.07435	Roder
198.650	7.445	0.07703	Roder
198.306	7.446	0.07759	Roder
197.917	7.447	0.07758	Roder
197.672	7.447	0.07822	Roder
198.998	8.899	0.08202	Roder
198.586	8.899	0.08243	Roder
198.134	8.900	0.08295	Roder
197.859	8.900	0.08331	Roder
199.382	11.180	0.08843	Roder
198.850	11.180	0.08894	Roder
198.640	11.180	0.08921	Roder
198.159	11.180	0.08973	Roder
199.233	14.451	0.09632	Roder
198.829	14.449	0.09669	Roder
198.513	14.449	0.09701	Roder
197.985	14.452	0.09736	Roder
199.647	19.223	0.10559	Roder
199.171	19.221	0.10573	Roder
198.766	19.217	0.10577	Roder
198.521	19.214	0.10675	Roder
200.860	26.073	0.11455	Roder
200.358	26.073	0.11503	Roder
199.942	26.070	0.11546	Roder
199.516	26.067	0.11552	Roder
201.141	35.267	0.12669	Roder
200.642	35.265	0.12733	Roder
200.211	35.263	0.12763	Roder
199.725	35.263	0.12779	Roder
200.885	47.247	0.14078	Roder
200.367	47.244	0.14141	Roder
199.989	47.240	0.14138	Roder
199.680	47.238	0.14174	Roder
201.164	62.619	0.15625	Roder
200.687	62.619	0.15668	Roder
200.378	62.620	0.15687	Roder
200.002	62.621	0.15719	Roder
201.156	69.413	0.16311	Roder
200.706	69.417	0.16328	Roder
200.328	69.421	0.16356	Roder
200.030	69.426	0.16391	Roder
215.053	1.068	0.02440	Roder
214.489	1.068	0.02427	Roder
213.947	1.068	0.02432	Roder
213.426	1.068	0.02411	Roder
215.328	1.747	0.02539	Roder
214.790	1.747	0.02534	Roder
214.260	1.747	0.02527	Roder
213.806	1.748	0.02512	Roder
214.864	3.035	0.02764	Roder
214.326	3.036	0.02749	Roder
213.846	3.036	0.02786	Roder
213.566	3.038	0.02761	Roder
214.431	4.165	0.03069	Roder
214.021	4.165	0.03068	Roder
213.625	4.165	0.03067	Roder
213.296	4.165	0.03069	Roder
215.344	5.021	0.03384	Roder
214.428	5.021	0.03398	Roder
213.774	5.021	0.03421	Roder
213.072	5.021	0.03439	Roder
214.675	5.810	0.03844	Roder
214.439	5.811	0.03821	Roder
214.014	5.813	0.03806	Roder
213.567	5.810	0.03916	Roder
214.369	6.372	0.04281	Roder
214.079	6.373	0.04283	Roder
213.712	6.370	0.04267	Roder
213.474	6.371	0.04309	Roder
213.934	6.928	0.04797	Roder
213.759	6.929	0.04831	Roder
213.375	6.929	0.04862	Roder
213.185	6.930	0.04903	Roder
213.566	7.356	0.05295	Roder
213.304	7.357	0.05301	Roder
213.126	7.358	0.05368	Roder
212.961	7.356	0.05366	Roder
213.712	7.759	0.05644	Roder
213.375	7.759	0.05737	Roder
213.200	7.760	0.05756	Roder
213.080	7.759	0.05726	Roder
213.798	8.254	0.06038	Roder
213.577	8.255	0.06079	Roder
213.415	8.255	0.06104	Roder
213.191	8.255	0.06131	Roder
213.742	8.697	0.06346	Roder
213.550	8.697	0.06392	Roder
213.349	8.698	0.06411	Roder
213.104	8.696	0.06449	Roder
213.965	9.310	0.06672	Roder
213.642	9.311	0.06707	Roder
213.475	9.312	0.06704	Roder
213.336	9.309	0.06724	Roder
214.655	10.068	0.06921	Roder
214.386	10.069	0.06976	Roder
214.165	10.069	0.06979	Roder
213.890	10.070	0.07016	Roder
214.865	11.106	0.07303	Roder
214.535	11.106	0.07333	Roder
214.277	11.106	0.07371	Roder
213.865	11.107	0.07408	Roder
215.388	12.417	0.07699	Roder
214.771	12.418	0.07741	Roder
214.164	12.420	0.07800	Roder
213.575	12.422	0.07822	Roder
215.850	14.257	0.08117	Roder
215.227	14.257	0.08180	Roder
214.710	14.257	0.08221	Roder
214.290	14.256	0.08228	Roder
216.298	16.764	0.08664	Roder
215.635	16.766	0.08724	Roder
215.026	16.764	0.08762	Roder
214.509	16.767	0.08784	Roder
215.935	20.275	0.09375	Roder
215.396	20.274	0.09422	Roder
214.891	20.273	0.09476	Roder
214.387	20.270	0.09491	Roder
216.265	24.891	0.10143	Roder
215.719	24.888	0.10199	Roder
215.148	24.888	0.10220	Roder
214.700	24.886	0.10268	Roder
215.940	31.251	0.11115	Roder
215.396	31.251	0.11137	Roder
214.911	31.248	0.11176	Roder
214.518	31.245	0.11199	Roder
215.647	39.620	0.12178	Roder
215.127	39.618	0.12224	Roder
214.645	39.614	0.12254	Roder
214.236	39.613	0.12271	Roder
215.862	48.553	0.13178	Roder
215.441	48.554	0.13202	Roder
214.911	48.549	0.13238	Roder
214.480	48.547	0.13296	Roder
216.114	57.652	0.14103	Roder
215.631	57.648	0.14139	Roder
215.140	57.648	0.14170	Roder
214.778	57.645	0.14182	Roder
215.841	66.100	0.14935	Roder
215.368	66.103	0.14975	Roder
214.932	66.101	0.15016	Roder
214.525	66.103	0.15037	Roder
215.706	69.263	0.15259	Roder
215.349	69.269	0.15309	Roder
214.975	69.277	0.15329	Roder
214.553	69.276	0.15348	Roder
234.956	0.977	0.02653	Roder
234.383	0.978	0.02645	Roder
233.637	0.978	0.02634	Roder
233.152	0.979	0.02632	Roder
236.032	3.145	0.02945	Roder
235.316	3.146	0.02945	Roder
234.753	3.147	0.02935	Roder
234.261	3.148	0.02936	Roder
235.158	5.135	0.03353	Roder
234.655	5.135	0.03361	Roder
234.220	5.135	0.03361	Roder
233.740	5.135	0.03361	Roder
236.400	7.129	0.03839	Roder
235.396	7.129	0.03946	Roder
234.339	7.131	0.03952	Roder
233.533	7.132	0.04043	Roder
235.044	9.424	0.04971	Roder
234.249	9.425	0.05104	Roder
233.554	9.426	0.05041	Roder
232.938	9.427	0.05029	Roder
235.259	11.469	0.05858	Roder
234.432	11.470	0.05903	Roder
233.788	11.471	0.05974	Roder
233.227	11.472	0.05926	Roder
235.523	13.600	0.06554	Roder
234.841	13.600	0.06603	Roder
234.078	13.601	0.06642	Roder
233.513	13.602	0.06670	Roder
235.351	15.750	0.07173	Roder
234.621	15.750	0.07219	Roder
234.028	15.751	0.07238	Roder
233.472	15.751	0.07282	Roder
235.036	17.692	0.07644	Roder
234.425	17.692	0.07687	Roder
233.812	17.693	0.07712	Roder
233.349	17.693	0.07740	Roder
234.799	20.536	0.08188	Roder
234.255	20.535	0.08272	Roder
233.698	20.535	0.08318	Roder
233.233	20.535	0.08348	Roder
235.343	23.411	0.08734	Roder
234.724	23.411	0.08768	Roder
234.109	23.411	0.08784	Roder
233.639	23.410	0.08845	Roder
235.025	26.932	0.09332	Roder
234.553	26.932	0.09311	Roder
234.168	26.932	0.09383	Roder
233.546	26.931	0.09395	Roder
235.148	30.368	0.09844	Roder
234.592	30.366	0.09894	Roder
234.248	30.361	0.09922	Roder
233.560	30.360	0.09935	Roder
234.964	34.092	0.10331	Roder
234.389	34.091	0.10359	Roder
233.804	34.090	0.10395	Roder
233.473	34.089	0.10356	Roder
235.426	37.551	0.10755	Roder
234.763	37.547	0.10794	Roder
234.319	37.547	0.10824	Roder
233.849	37.543	0.10825	Roder
235.318	41.022	0.11189	Roder
234.701	41.021	0.11212	Roder
234.205	41.021	0.11239	Roder
233.707	41.018	0.11263	Roder
235.189	44.354	0.11637	Roder
234.641	44.354	0.11599	Roder
234.130	44.351	0.11643	Roder
233.731	44.350	0.11693	Roder
235.016	47.931	0.12000	Roder
234.521	47.932	0.12028	Roder
234.030	47.927	0.12052	Roder
233.633	47.928	0.12049	Roder
234.971	51.244	0.12341	Roder
234.454	51.246	0.12389	Roder
234.029	51.243	0.12423	Roder
233.650	51.240	0.12465	Roder
235.440	55.105	0.12730	Roder
234.914	55.104	0.12766	Roder
234.391	55.102	0.12801	Roder
233.958	55.098	0.12822	Roder
235.316	58.418	0.13073	Roder
234.894	58.416	0.13080	Roder
234.436	58.416	0.13120	Roder
233.899	58.413	0.13157	Roder
235.308	61.887	0.13415	Roder
234.767	61.887	0.13448	Roder
234.277	61.885	0.13461	Roder
233.911	61.882	0.13451	Roder
235.226	65.387	0.13752	Roder
234.756	65.384	0.13780	Roder
234.141	65.382	0.13834	Roder
233.842	65.381	0.13807	Roder
235.239	68.761	0.14080	Roder
234.730	68.761	0.14104	Roder
234.268	68.757	0.14156	Roder
233.731	68.757	0.14160	Roder
255.835	1.020	0.02906	Roder
255.177	1.020	0.02900	Roder
254.645	1.019	0.02887	Roder
253.943	1.019	0.02881	Roder
256.518	2.714	0.03098	Roder
255.864	2.714	0.03081	Roder
255.237	2.716	0.03080	Roder
254.735	2.717	0.03076	Roder
255.777	4.718	0.03381	Roder
255.276	4.721	0.03367	Roder
254.679	4.726	0.03365	Roder
254.209	4.732	0.03350	Roder
256.067	6.551	0.03709	Roder
255.011	6.552	0.03707	Roder
254.140	6.555	0.03697	Roder
253.452	6.558	0.03716	Roder
256.771	6.788	0.03763	Roder
255.562	6.788	0.03765	Roder
254.504	6.789	0.03768	Roder
256.308	8.785	0.04254	Roder
255.358	8.785	0.04274	Roder
254.477	8.785	0.04276	Roder
253.831	8.786	0.04315	Roder
256.639	11.182	0.04911	Roder
255.633	11.183	0.04934	Roder
254.824	11.183	0.04949	Roder
254.114	11.187	0.04973	Roder
256.101	13.268	0.05538	Roder
255.217	13.269	0.05549	Roder
254.473	13.270	0.05559	Roder
253.901	13.273	0.05589	Roder
256.416	15.396	0.06085	Roder
255.651	15.397	0.06112	Roder
254.967	15.399	0.06134	Roder
254.357	15.401	0.06167	Roder
256.151	17.518	0.06596	Roder
255.415	17.519	0.06619	Roder
254.730	17.521	0.06643	Roder
254.159	17.522	0.06667	Roder
255.901	20.351	0.07195	Roder
255.130	20.352	0.07227	Roder
254.542	20.353	0.07266	Roder
254.029	20.351	0.07260	Roder
256.273	23.422	0.07746	Roder
255.560	23.422	0.07781	Roder
254.902	23.423	0.07792	Roder
254.313	23.423	0.07809	Roder
255.901	26.850	0.08305	Roder
255.234	26.850	0.08338	Roder
254.549	26.851	0.08345	Roder
254.205	26.849	0.08391	Roder
255.776	30.401	0.08833	Roder
255.193	30.399	0.08852	Roder
254.584	30.400	0.08907	Roder
254.087	30.397	0.08915	Roder
255.663	33.905	0.09323	Roder
255.054	33.907	0.09361	Roder
254.579	33.909	0.09388	Roder
254.064	33.909	0.09394	Roder
255.663	37.376	0.09780	Roder
255.091	37.374	0.09811	Roder
254.512	37.373	0.09820	Roder
254.068	37.374	0.09838	Roder
256.199	40.731	0.10193	Roder
255.692	40.729	0.10218	Roder
255.244	40.727	0.10249	Roder
256.203	44.631	0.10593	Roder
255.607	44.631	0.10628	Roder
254.993	44.631	0.10634	Roder
254.544	44.632	0.10682	Roder
256.097	48.090	0.10970	Roder
255.479	48.089	0.11007	Roder
254.909	48.089	0.11033	Roder
254.428	48.087	0.11059	Roder
255.939	51.674	0.11361	Roder
255.358	51.673	0.11379	Roder
254.925	51.672	0.11397	Roder
254.412	51.673	0.11422	Roder
256.371	56.210	0.11793	Roder
255.786	56.209	0.11819	Roder
255.239	56.207	0.11843	Roder
254.711	56.208	0.11839	Roder
254.267	56.203	0.11912	Roder
255.471	59.687	0.12184	Roder
255.429	59.690	0.12189	Roder
254.396	59.684	0.12209	Roder
254.078	59.683	0.12246	Roder
255.957	63.260	0.12586	Roder
255.379	63.260	0.12659	Roder
254.993	63.255	0.12468	Roder
254.436	63.252	0.12537	Roder
255.922	66.477	0.12880	Roder
